,head_full [m],head [m],rr [mm/d],tn [C],tx [C],stage [m],et [mm/d]
2021-02-13,152.6547,,0.0000,-1.6667,-15.0000,1.0241,0.6013
2021-02-14,152.6394,,0.0000,-1.6667,-10.5556,1.0149,0.6145
2021-02-15,152.6242,,0.0000,3.3333,-3.8889,1.0088,0.8447
2021-02-16,152.6791,,17.0180,0.5556,-2.2222,1.0820,0.5129
2021-02-17,152.6333,,1.0160,7.7778,-7.7778,1.2710,1.2892
2021-02-18,152.6486,,0.0000,-1.6667,-8.8889,1.1612,0.6221
2021-02-19,152.6821,,5.8420,-3.8889,-6.6667,1.1155,0.3903
2021-02-20,152.6882,,2.5400,-1.1111,-7.2222,1.0850,0.6382
2021-02-21,152.6760,,0.0000,0.0000,-11.1111,1.0515,0.7808
2021-02-22,152.7492,,0.0000,0.5556,-12.7778,1.0637,0.8255
2021-02-23,152.7400,,8.8900,2.2222,-9.4444,1.1643,0.9504
2021-02-24,152.9016,,0.2540,4.4444,0.0000,1.1582,0.8419
2021-02-25,152.7857,,0.0000,9.4444,0.0000,1.2222,1.3996
2021-02-26,152.7827,,0.0000,6.1111,-6.6667,1.2100,1.2749
2021-02-27,152.8680,,1.2700,5.5556,-6.1111,1.1948,1.2320
2021-02-28,152.9137,,5.8420,7.7778,-1.6667,1.2466,1.3384
2021-03-01,152.9960,,7.8740,5.5556,-1.6667,1.3014,1.1193
2021-03-02,153.0265,,0.0000,5.5556,-11.6667,1.2984,1.2989
2021-03-03,153.0722,,0.0000,-2.7778,-11.6667,1.2252,0.6742
2021-03-04,153.0844,,0.0000,7.2222,-5.5556,1.1948,1.4506
2021-03-05,153.0844,,0.0000,3.3333,-8.3333,1.1490,1.1470
2021-03-06,153.0661,,0.0000,0.5556,-8.3333,1.1186,0.9190
2021-03-07,153.0296,,0.0000,-1.1111,-9.4444,1.0911,0.8085
2021-03-08,152.9991,,0.0000,1.6667,-12.2222,1.0759,1.0549
2021-03-09,152.9838,,0.0000,3.3333,-10.5556,1.0759,1.2099
2021-03-10,152.9473,,0.0000,12.7778,-5.5556,1.0881,2.1342
2021-03-11,152.9412,,0.0000,13.3333,-5.5556,1.0942,2.2178
2021-03-12,152.9320,,0.0000,20.5556,4.4444,1.1125,2.9148
2021-03-13,152.9016,,0.0000,16.1111,-3.3333,1.1033,2.5675
2021-03-14,152.8894,,0.0000,6.1111,-3.3333,1.0759,1.4271
2021-03-15,152.8497,,0.0000,7.2222,-10.5556,1.0515,1.6579
2021-03-16,152.8193,,0.0000,-1.1111,-10.5556,1.0302,0.9017
2021-03-17,152.8040,,0.0000,1.1111,-10.5556,1.0332,1.1071
2021-03-18,152.8010,,0.0000,3.6111,-6.9444,1.0881,1.3029
2021-03-19,152.7979,,19.8120,6.1111,-3.3333,1.2984,1.4986
2021-03-20,152.7766,,0.0000,4.4444,-5.0000,1.2100,1.3793
2021-03-21,152.7827,,0.0000,13.3333,-5.0000,1.1521,2.4420
2021-03-22,152.7918,,0.0000,17.7778,-4.4444,1.1125,3.0296
2021-03-23,152.8010,,0.0000,17.7778,-3.8889,1.0942,3.0541
2021-03-24,152.8010,,0.0000,20.5556,-2.2222,1.1033,3.4509
2021-03-25,152.8040,,6.6040,15.5556,-0.5556,1.1216,2.7430
2021-03-26,152.8223,,2.0320,24.4444,9.4444,1.1490,3.7001
2021-03-27,152.7888,,0.0000,23.8889,4.4444,1.1186,3.8994
2021-03-28,152.8162,,0.0000,17.7778,1.6667,1.1490,3.0693
2021-03-29,152.8193,,21.5900,13.3333,3.3333,1.3868,2.3126
2021-03-30,152.8467,,0.0000,9.4444,-5.0000,1.2588,2.1349
2021-03-31,152.9107,,0.0000,15.0000,-5.0000,1.1887,2.8919
2021-04-01,152.9442,,9.6520,16.6667,2.7778,1.2649,2.9460
2021-04-02,152.9534,,0.5080,5.5556,-5.5556,1.2252,1.7022
2021-04-03,152.9686,,0.0000,0.0000,-7.2222,1.1643,1.0988
2021-04-04,152.9808,,0.0000,10.0000,-6.6667,1.1308,2.3196
2021-04-05,152.9899,,0.0000,14.4444,-2.7778,1.1094,2.8961
2021-04-06,152.9778,,0.0000,16.6667,0.0000,1.0942,3.1818
2021-04-07,152.9503,,0.0000,18.8889,0.0000,1.0698,3.5615
2021-04-08,152.9198,,0.0000,21.6667,1.6667,1.0546,4.0012
2021-04-09,152.8924,,0.0000,22.7778,1.6667,1.0454,4.2209
2021-04-10,152.8711,,0.0000,21.1111,2.7778,1.0363,3.9237
2021-04-11,152.8619,,0.0000,22.7778,7.2222,1.0363,4.0252
2021-04-12,152.8315,,1.0160,17.2222,4.4444,1.0302,3.1939
2021-04-13,152.7918,,0.0000,11.1111,0.0000,1.0210,2.4336
2021-04-14,152.7614,,0.0000,18.8889,4.4444,1.0149,3.5445
2021-04-15,152.7492,,3.0480,21.6667,5.5556,1.0515,4.0240
2021-04-16,152.7735,,42.1640,9.4444,0.0000,1.3776,2.2046
2021-04-17,152.8193,,4.3180,5.5556,1.1111,1.4782,1.4261
2021-04-18,152.8802,,0.0000,10.0000,1.1111,1.3929,2.2475
2021-04-19,152.9198,,0.0000,16.6667,1.6667,1.3075,3.4031
2021-04-20,152.9351,,1.2700,17.7778,0.0000,1.2405,3.6875
2021-04-21,152.9595,,0.0000,21.1111,1.6667,1.2252,4.2526
2021-04-22,152.9717,,6.0960,18.8889,-1.1111,1.2283,3.9567
2021-04-23,152.9656,,0.5080,7.2222,-1.6667,1.1643,2.0334
2021-04-24,152.9595,,0.0000,15.5556,-0.5556,1.1338,3.3996
2021-04-25,152.9747,,3.5560,21.6667,1.1111,1.1795,4.4707
2021-04-26,152.9656,,2.0320,14.4444,2.2222,1.1948,3.0938
2021-04-27,152.9717,,0.0000,12.7778,1.1111,1.1338,2.8731
2021-04-28,152.9717,,0.2540,21.6667,5.0000,1.1094,4.3691
2021-04-29,152.9778,,0.7620,26.1111,8.3333,1.1064,5.1202
2021-04-30,152.9808,,5.8420,18.8889,11.1111,1.1643,3.1805
2021-05-01,152.9473,,0.2540,17.7778,2.2222,1.1460,3.8121
2021-05-02,152.9077,,0.0000,15.5556,2.7778,1.1155,3.3643
2021-05-03,152.8863,,0.0000,26.1111,7.7778,1.1612,5.2546
2021-05-04,152.8924,,29.7180,19.4444,8.8889,1.4112,3.6748
2021-05-05,152.9320,,4.0640,13.8889,9.4444,1.3654,2.2023
2021-05-06,152.9534,,7.1120,13.3333,7.2222,1.3197,2.4678
2021-05-07,152.9717,,0.0000,17.2222,1.6667,1.2496,3.8331
2021-05-08,152.9778,,0.5080,17.7778,2.2222,1.1948,3.9291
2021-05-09,152.9656,,0.0000,13.3333,3.8889,1.1612,2.9161
2021-05-10,152.9869,,22.3520,17.7778,6.1111,1.4355,3.6757
2021-05-11,153.0204,,0.0000,14.4444,5.5556,1.3929,3.0042
2021-05-12,153.0326,,0.0000,16.6667,3.3333,1.2740,3.6927
2021-05-13,153.0357,,0.0000,18.3333,1.1111,1.2100,4.1683
2021-05-14,153.0265,,0.0000,21.1111,2.2222,1.1673,4.6984
2021-05-15,153.0052,,0.0000,25.5556,4.4444,1.1338,5.5650
2021-05-16,152.9778,,0.0000,25.5556,10.0000,1.1033,5.2120
2021-05-17,152.9473,,0.0000,23.3333,5.5556,1.0820,5.0494
2021-05-18,152.9107,,3.3020,24.4444,6.6667,1.0698,5.2447
2021-05-19,152.8772,,0.0000,27.2222,8.3333,1.0393,5.7955
2021-05-20,152.8315,,0.0000,30.0000,7.7778,1.0119,6.5076
2021-05-21,152.7888,,0.0000,27.7778,8.3333,0.9936,5.9605
2021-05-22,152.7674,,0.0000,30.0000,12.7778,0.9845,6.1670
2021-05-23,152.7461,,0.0000,30.0000,15.5556,0.9753,5.8706
2021-05-24,152.6882,,0.0000,28.8889,7.7778,0.9570,6.3083
2021-05-25,152.6486,,0.0000,21.1111,7.7778,0.9326,4.4676
2021-05-26,152.6242,,0.0000,25.0000,9.4444,0.9296,5.2670
2021-05-27,152.6059,,14.4780,31.1111,15.5556,1.0820,6.2360
2021-05-28,152.5602,,0.0000,23.8889,7.7778,1.0271,5.1626
2021-05-29,152.5785,,43.1800,15.5556,5.0000,1.5849,3.4769
2021-05-30,152.6486,,7.1120,7.7778,5.5556,1.5483,1.3880
2021-05-31,152.7674,,23.6220,8.8889,6.6667,1.7312,1.4552
2021-06-01,152.8924,,0.2540,16.6667,5.0000,1.5270,3.7497
2021-06-02,152.9595,,0.0000,24.4444,6.6667,1.3350,5.4253
2021-06-03,152.9930,,0.0000,26.1111,8.8889,1.2405,5.6703
2021-06-04,153.0052,,0.0000,20.5556,13.3333,1.2984,3.6174
2021-06-05,153.0052,,6.8580,24.4444,12.7778,1.4508,4.8324
2021-06-06,152.9960,,0.0000,30.5556,14.4444,1.2831,6.3167
2021-06-07,152.9625,,0.0000,32.2222,17.7778,1.1826,6.3749
2021-06-08,152.9259,,0.0000,32.7778,20.5556,1.1277,6.1088
2021-06-09,152.8863,,2.5400,32.7778,20.0000,1.1155,6.2115
2021-06-10,152.8375,,0.0000,31.6667,15.0000,1.0667,6.5899
2021-06-11,152.7796,,0.0000,27.2222,9.4444,1.0149,5.9548
2021-06-12,152.7400,,0.0000,25.5556,10.5556,0.9906,5.4303
2021-06-13,152.6943,,2.5400,23.8889,10.5556,0.9906,4.9999
2021-06-14,152.6455,,0.0000,26.1111,11.1111,1.0881,5.5239
2021-06-15,152.6242,,38.1000,18.8889,13.8889,1.2527,2.9896
2021-06-16,152.5937,,2.5400,25.5556,11.6667,1.1643,5.3198
2021-06-17,152.5450,,0.0000,22.2222,6.6667,1.0759,4.9672
2021-06-18,152.5053,,0.0000,24.4444,6.6667,1.0180,5.5001
2021-06-19,152.4779,,0.0000,27.7778,7.7778,0.9814,6.2364
2021-06-20,152.4444,,0.7620,29.4444,15.5556,0.9601,5.9137
2021-06-21,152.4017,,0.0000,30.0000,16.1111,0.9357,5.9981
2021-06-22,152.3743,,0.7620,28.8889,18.8889,0.9326,5.1968
2021-06-23,152.3286,,4.8260,20.5556,7.2222,0.9418,4.5166
2021-06-24,152.2828,,0.0000,22.7778,6.6667,0.9205,5.0978
2021-06-25,152.2585,,1.5240,25.0000,7.7778,0.9052,5.5474
2021-06-26,152.2310,,0.0000,25.0000,13.8889,0.9052,4.8658
2021-06-27,152.2036,,0.0000,27.2222,18.8889,0.8991,4.6359
2021-06-28,152.1762,,0.0000,30.5556,20.5556,0.8869,5.3985
2021-06-29,152.1426,,0.0000,32.7778,20.5556,0.8747,6.1232
2021-06-30,152.1183,,0.0000,34.4444,20.0000,0.9814,6.7378
2021-07-01,152.1000,,5.8420,34.4444,20.0000,1.4599,6.7315
2021-07-02,152.0817,,10.4140,23.8889,18.3333,1.9049,3.5831
2021-07-03,152.0664,,62.2300,21.6667,12.2222,1.8074,4.1503
2021-07-04,152.0573,,6.0960,15.5556,12.2222,1.5757,2.2396
2021-07-05,152.0390,,0.2540,21.6667,12.2222,1.3898,4.1401
2021-07-06,152.0482,,0.0000,22.7778,13.3333,1.3197,4.2712
2021-07-07,152.0421,,3.8100,30.5556,17.7778,1.5300,5.8406
2021-07-08,152.0512,,26.4160,31.6667,18.8889,1.5178,5.9925
2021-07-09,152.2554,,19.8120,20.5556,17.7778,2.3468,2.3797
2021-07-10,152.9046,,26.1620,26.1111,17.7778,3.0753,4.4356
2021-07-11,153.2185,,0.2540,26.1111,17.7778,2.2005,4.4276
2021-07-12,153.3283,,9.3980,24.4444,17.2222,1.9567,3.9948
2021-07-13,153.3587,,9.6520,21.1111,17.2222,1.9171,2.7948
2021-07-14,153.4380,,2.2860,20.0000,17.2222,1.7617,2.3205
2021-07-15,153.4502,,1.5240,29.4444,16.6667,1.7403,5.5962
2021-07-16,153.4471,,0.0000,30.0000,17.2222,1.5879,5.6626
2021-07-17,,,9.3980,31.6667,18.8889,1.6062,5.8861
2021-07-18,153.4288,,28.9560,30.0000,19.4444,2.6486,5.2651
2021-07-19,153.4105,,0.2540,27.2222,18.8889,2.3529,4.4763
2021-07-20,153.3862,,1.0160,23.8889,15.5556,1.9415,4.0871
2021-07-21,153.3435,,0.0000,28.8889,16.6667,1.7129,5.3541
2021-07-22,153.2764,,0.0000,26.1111,13.8889,1.5117,4.9603
2021-07-23,153.2002,,0.0000,26.1111,13.3333,1.3990,5.0185
2021-07-24,153.1301,,0.0000,26.6667,11.6667,1.3411,5.3381
2021-07-25,153.0692,,2.0320,28.8889,12.2222,1.2923,5.8280
2021-07-26,153.0174,,0.0000,23.8889,15.5556,1.2923,4.0155
2021-07-27,152.9534,,0.0000,28.8889,13.8889,1.2435,5.6172
2021-07-28,152.8985,,3.8100,30.0000,14.4444,1.2313,5.8269
2021-07-29,152.8375,,0.0000,25.0000,15.0000,1.1856,4.3878
2021-07-30,152.8071,,8.8900,22.7778,16.1111,1.1978,3.5155
2021-07-31,152.7400,,0.0000,25.5556,10.0000,1.1429,5.1028
2021-08-01,152.6852,,0.0000,23.3333,9.4444,1.1003,4.6099
2021-08-02,152.6425,,4.8260,25.0000,10.5556,1.0698,4.8799
2021-08-03,152.5815,,0.0000,25.0000,9.4444,1.0454,4.9627
2021-08-04,152.5328,,0.0000,23.8889,10.0000,1.0302,4.6320
2021-08-05,152.4931,,0.0000,22.7778,12.7778,1.0302,4.0112
2021-08-06,152.4535,,0.7620,23.8889,14.4444,1.0302,4.0385
2021-08-07,152.4139,,0.0000,30.0000,15.0000,1.0058,5.5422
2021-08-08,152.3743,,0.0000,28.3333,18.8889,0.9906,4.5036
2021-08-09,152.3286,,0.0000,28.3333,17.7778,0.9753,4.6734
2021-08-10,152.2889,,0.0000,25.5556,18.8889,0.9662,3.6185
2021-08-11,152.2585,,0.5080,25.5556,20.0000,0.9601,3.3349
2021-08-12,152.2158,,0.2540,32.2222,21.1111,0.9509,5.1626
2021-08-13,152.1762,,0.0000,33.3333,20.0000,1.0485,5.6272
2021-08-14,152.1426,,0.0000,33.3333,20.5556,1.0180,5.5166
2021-08-15,152.1061,,1.0160,28.8889,13.3333,0.9662,5.2363
2021-08-16,152.0725,,0.0000,27.2222,13.3333,0.9296,4.8124
2021-08-17,152.0421,,0.0000,26.6667,13.8889,0.9052,4.5911
2021-08-18,152.0116,,0.0000,26.1111,17.2222,0.8930,3.9524
2021-08-19,152.0146,,67.8180,26.6667,20.0000,1.5879,3.5532
2021-08-20,152.0024,,1.7780,27.2222,20.0000,1.9171,3.7030
2021-08-21,151.9872,,1.0160,26.6667,20.5556,1.5087,3.3865
2021-08-22,152.0055,,0.2540,28.8889,20.5556,1.4965,4.0410
2021-08-23,152.0238,,65.5320,22.2222,18.8889,1.8104,2.2822
2021-08-24,152.0512,,29.7180,22.7778,17.2222,1.8257,2.8843
2021-08-25,152.0756,,0.0000,28.3333,16.6667,1.5148,4.4391
2021-08-26,152.0878,,0.0000,31.1111,17.2222,1.3258,5.0198
2021-08-27,152.0878,,0.0000,32.2222,18.3333,1.2344,5.1249
2021-08-28,152.0664,,5.5880,31.6667,18.3333,1.1612,4.9549
2021-08-29,152.0786,,8.8900,21.6667,15.5556,1.1734,2.8173
2021-08-30,152.0847,,0.0000,21.6667,15.5556,1.1277,2.7981
2021-08-31,152.0817,,0.5080,28.3333,15.5556,1.0942,4.4001
2021-09-01,152.1122,,0.0000,26.6667,16.1111,1.2252,3.9135
2021-09-02,152.5632,,146.5580,18.3333,12.7778,2.9595,2.3859
2021-09-03,152.9564,,0.0000,21.1111,9.4444,2.2554,3.4030
2021-09-04,153.0936,,0.2540,22.2222,10.0000,1.8257,3.5474
2021-09-05,153.1454,,0.0000,24.4444,12.2222,1.5910,3.7597
2021-09-06,153.1545,,4.8260,19.4444,13.8889,1.4782,2.3957
2021-09-07,153.1180,,0.0000,25.0000,10.0000,1.3746,4.0040
2021-09-08,153.0753,,0.0000,25.0000,10.0000,1.3045,3.9728
2021-09-09,153.0448,,2.7940,26.1111,15.0000,1.5239,3.6967
2021-09-10,153.0479,,2.2860,21.1111,14.4444,1.5514,2.6277
2021-09-11,153.0387,,0.0000,21.1111,7.2222,1.3807,3.3684
2021-09-12,153.0265,,0.0000,23.3333,8.3333,1.2953,3.6586
2021-09-13,153.0021,,0.0000,25.5556,16.1111,1.2435,3.3227
2021-09-14,152.9564,,0.0000,25.5556,12.7778,1.1887,3.6610
2021-09-15,152.9107,,0.0000,22.7778,13.3333,1.1582,3.0234
2021-09-16,152.8589,,1.7780,28.3333,16.6667,1.2191,3.7602
2021-09-17,152.8132,,0.2540,23.3333,16.6667,1.1887,2.6363
2021-09-18,152.7918,,0.0000,21.6667,17.2222,1.1612,2.1009
2021-09-19,152.7553,,0.0000,26.6667,11.6667,1.1277,3.7954
2021-09-20,152.7004,,0.0000,22.2222,8.3333,1.0942,3.2261
2021-09-21,152.6577,,0.0000,22.7778,8.3333,1.0667,3.2880
2021-09-22,152.6272,,0.7620,22.2222,8.8889,1.0728,3.1296
2021-09-23,152.6059,,10.1600,24.4444,18.3333,1.1247,2.4797
2021-09-24,152.5815,,50.8000,24.4444,15.0000,1.3014,2.9188
2021-09-25,152.5724,,11.6840,20.0000,7.2222,1.3289,2.7983
2021-09-26,152.5724,,0.0000,21.1111,7.7778,1.1887,2.9082
2021-09-27,152.5480,,0.0000,19.4444,7.7778,1.1186,2.6220
2021-09-28,152.5358,,0.2540,22.7778,9.4444,1.1338,3.0033
2021-09-29,152.5145,,13.2080,17.7778,5.5556,1.2496,2.4631
2021-09-30,152.4901,,0.0000,16.1111,5.5556,1.1521,2.2001
2021-10-01,152.4627,,0.0000,15.0000,3.8889,1.0972,2.1231
2021-10-02,152.4413,,0.0000,16.6667,3.8889,1.0637,2.3242
2021-10-03,152.4291,,0.0000,21.1111,8.3333,1.0393,2.6755
2021-10-04,152.4200,,30.7340,21.1111,10.0000,1.3685,2.5342
2021-10-05,152.4352,,19.5580,15.0000,10.5556,1.7586,1.4500
2021-10-06,152.4840,,0.0000,14.4444,11.1111,1.5056,1.2424
2021-10-07,152.5297,,0.0000,19.4444,7.2222,1.3380,2.3977
2021-10-08,152.5450,,0.0000,20.5556,7.2222,1.2557,2.5230
2021-10-09,152.5480,,0.0000,20.5556,8.8889,1.2039,2.3978
2021-10-10,152.5480,,0.0000,17.2222,11.1111,1.1673,1.6863
2021-10-11,152.5419,,0.0000,16.6667,12.2222,1.1429,1.4351
2021-10-12,152.5236,,0.0000,19.4444,8.8889,1.1155,2.1679
2021-10-13,152.5053,,0.2540,21.6667,8.8889,1.1003,2.4434
2021-10-14,152.4901,,0.0000,18.3333,12.7778,1.0942,1.6070
2021-10-15,152.4627,,0.0000,22.7778,11.6667,1.0820,2.3634
2021-10-16,152.4383,,0.0000,24.4444,12.2222,1.0850,2.5314
2021-10-17,152.4261,,8.8900,22.7778,8.8889,1.1368,2.4776
2021-10-18,152.3926,,0.0000,15.5556,3.8889,1.1094,1.8265
2021-10-19,152.3590,,1.0160,12.7778,2.7778,1.1003,1.5509
2021-10-20,152.3347,,0.0000,17.2222,3.8889,1.0911,1.9680
2021-10-21,152.3042,,0.0000,22.7778,4.4444,1.0637,2.5346
2021-10-22,152.2920,,0.0000,22.7778,7.7778,1.0485,2.3906
2021-10-23,152.2585,,0.0000,19.4444,3.3333,1.0424,2.1533
2021-10-24,152.2249,,0.0000,14.4444,0.5556,1.0302,1.7068
2021-10-25,152.2158,,12.4460,15.5556,1.1111,1.0698,1.7789
2021-10-26,152.2402,,17.7800,11.6667,8.3333,1.3837,0.9001
2021-10-27,152.2402,,41.6560,13.8889,9.4444,1.4294,1.0908
2021-10-28,152.2615,,0.2540,12.7778,4.4444,1.3167,1.3197
2021-10-29,152.2981,,0.0000,11.6667,0.5556,1.2313,1.3607
2021-10-30,152.3438,,11.4300,10.5556,0.5556,1.2252,1.2459
2021-10-31,152.3743,,26.6700,13.3333,7.7778,1.4477,1.1200
2021-11-01,152.3987,,0.2540,16.6667,5.5556,1.3624,1.5976
2021-11-02,152.4474,,0.0000,13.3333,1.1111,1.2770,1.4286
2021-11-03,152.4870,,0.0000,11.1111,-2.7778,1.2557,1.3181
2021-11-04,152.5114,,0.0000,10.0000,-3.8889,1.1978,1.2362
2021-11-05,152.5236,,0.0000,8.3333,-4.4444,1.1460,1.1090
2021-11-06,152.5297,,0.0000,9.4444,-5.0000,1.1277,1.1829
2021-11-07,152.5358,,0.0000,10.5556,-5.0000,1.1094,1.2485
2021-11-08,152.5267,,0.0000,12.2222,-4.4444,1.0942,1.3488
2021-11-09,152.5206,,0.0000,17.2222,0.0000,1.0789,1.6592
2021-11-10,152.5023,,0.0000,18.3333,0.5556,1.0546,1.7218
2021-11-11,152.4718,,0.0000,14.4444,-2.7778,1.0393,1.4496
2021-11-12,152.4810,,3.5560,13.3333,-2.7778,1.0789,1.3542
2021-11-13,152.4749,,35.8140,17.2222,-0.5556,1.2009,1.5990
2021-11-14,152.4627,,12.9540,14.4444,-1.1111,1.2466,1.3840
2021-11-15,152.4596,,1.7780,7.7778,-1.1111,1.2039,0.8918
2021-11-16,152.4474,,0.0000,7.2222,0.0000,1.1612,0.8067
2021-11-17,152.4322,,0.0000,7.2222,-3.8889,1.1155,0.8992
2021-11-18,152.4474,,0.0000,10.5556,-3.3333,1.1003,1.0973
2021-11-19,152.4474,,3.3020,19.4444,1.6667,1.1460,1.6396
2021-11-20,152.4139,,0.0000,6.6667,-5.0000,1.0972,0.8569
2021-11-21,152.4230,,0.0000,6.6667,-4.4444,1.0698,0.8414
2021-11-22,152.4413,,3.0480,10.5556,0.5556,1.1186,0.9813
2021-11-23,152.4230,,0.0000,8.8889,-2.7778,1.1064,0.9362
2021-11-24,152.3956,,0.0000,2.7778,-5.0000,1.0698,0.6042
2021-11-25,152.4078,,0.0000,4.4444,-3.8889,1.0728,0.6729
2021-11-26,152.4230,,1.0160,10.5556,-3.8889,1.0546,1.0305
2021-11-27,152.4078,,3.3020,5.5556,-1.1111,1.0485,0.6576
2021-11-28,152.3773,,0.0000,1.6667,-3.8889,1.0271,0.4951
2021-11-29,152.3682,,0.0000,-0.5556,-3.8889,1.0302,0.3551
2021-11-30,152.3560,,0.0000,1.6667,-7.2222,1.0485,0.5550
2021-12-01,152.3468,,0.0000,2.2222,-6.6667,1.0424,0.5721
2021-12-02,152.3499,,3.0480,6.1111,-2.2222,1.0454,0.7005
2021-12-03,152.3407,,3.0480,11.6667,0.0000,1.0546,0.9898
2021-12-04,152.3042,,0.0000,3.8889,-5.5556,1.0454,0.6317
2021-12-05,152.2798,,0.0000,4.4444,-5.0000,1.0332,0.6492
2021-12-06,152.3103,,3.0480,5.5556,-3.3333,1.0454,0.6772
2021-12-07,152.2737,,3.3020,12.7778,-1.1111,1.1521,1.0576
2021-12-08,152.2676,,0.0000,3.3333,-3.8889,1.1216,0.5597
2021-12-09,152.2554,,4.0640,0.5556,-5.5556,1.0911,0.4468
2021-12-10,152.2463,,0.0000,0.5556,-5.0000,1.0698,0.4322
2021-12-11,152.2706,,1.0160,5.5556,-2.2222,1.0911,0.6392
2021-12-12,152.2706,,7.1120,15.5556,0.0000,1.1856,1.1909
2021-12-13,152.2432,,0.0000,6.1111,-2.2222,1.1551,0.6673
2021-12-14,152.2402,,0.0000,10.0000,-1.6667,1.1064,0.8782
2021-12-15,152.2310,,0.0000,8.8889,-5.5556,1.0728,0.8621
2021-12-16,152.2676,,2.7940,11.1111,-5.5556,1.0850,0.9783
2021-12-17,152.2737,,0.0000,16.1111,8.8889,1.0881,0.9558
2021-12-18,152.2554,,0.0000,13.3333,1.6667,1.0667,1.0085
2021-12-19,152.2706,,17.0180,3.3333,-1.1111,1.2130,0.4622
2021-12-20,152.2463,,0.0000,0.5556,-8.8889,1.1887,0.4832
2021-12-21,152.2646,,0.0000,1.6667,-8.3333,1.1155,0.5280
2021-12-22,152.2889,,5.0800,4.4444,-4.4444,1.1094,0.6148
2021-12-23,152.2615,,4.3180,6.1111,-5.5556,1.1094,0.7161
2021-12-24,152.2676,,2.7940,-1.1111,-6.6667,1.0728,0.3792
2021-12-25,152.2950,,4.0640,-1.6667,-6.1111,1.0881,0.3397
2021-12-26,152.2859,,5.0800,3.8889,-2.2222,1.2374,0.5369
2021-12-27,152.2889,,0.0000,5.0000,-2.7778,1.2222,0.6163
2021-12-28,152.3103,,1.0160,5.0000,-2.2222,1.1643,0.6043
2021-12-29,152.3194,,3.5560,5.5556,-1.1111,1.1490,0.6081
2021-12-30,152.3316,,1.7780,2.7778,0.5556,1.1429,0.3423
2021-12-31,152.3468,,2.7940,7.2222,2.2222,1.1521,0.5979
2022-01-01,,,0.2540,8.3333,5.5556,1.1338,0.4926
2022-01-02,,,7.3660,10.5556,7.2222,1.1887,0.5857
2022-01-03,,,0.0000,10.0000,-5.5556,1.1734,0.9475
2022-01-04,,,0.0000,-2.7778,-10.5556,1.1125,0.3713
2022-01-05,,,0.0000,0.0000,-10.0000,1.1125,0.4873
2022-01-06,,,3.0480,3.8889,-2.7778,1.1643,0.5768
2022-01-07,,,11.1760,1.1111,-4.4444,1.1521,0.4646
2022-01-08,,,0.0000,-0.5556,-12.7778,1.1216,0.4762
2022-01-09,,,0.0000,-2.2222,-13.8889,1.1399,0.4093
2022-01-10,,,2.0320,2.7778,-6.1111,1.1460,0.5991
2022-01-11,,,0.0000,-2.7778,-14.4444,1.1216,0.3911
2022-01-12,,,0.0000,-11.6667,-18.3333,1.0972,0.0902
2022-01-13,,,0.0000,1.1111,-11.6667,1.0728,0.5679
2022-01-14,,,0.0000,6.6667,-6.1111,1.0728,0.8307
2022-01-15,,,0.0000,5.0000,-17.2222,1.0576,0.7097
2022-01-16,,,0.0000,-11.1111,-20.5556,1.1003,0.0778
2022-01-17,,,27.9400,1.1111,-20.0000,1.1734,0.5013
2022-01-18,,,3.8100,4.4444,-5.0000,1.2710,0.7154
2022-01-19,,,0.0000,-1.6667,-13.3333,1.2009,0.4684
2022-01-20,,,0.5080,5.0000,-10.0000,1.1643,0.8000
2022-01-21,,,0.0000,0.0000,-15.0000,1.1399,0.5411
2022-01-22,,,0.0000,-6.1111,-20.0000,1.1277,0.2409
2022-01-23,,,0.0000,-3.3333,-20.0000,1.0759,0.3449
2022-01-24,,,0.2540,0.5556,-11.6667,1.0576,0.5988
2022-01-25,,,0.7620,-1.6667,-7.2222,1.0667,0.4453
2022-01-26,,,0.0000,3.8889,-15.0000,1.0850,0.7597
2022-01-27,,,0.0000,-6.1111,-21.1111,1.2252,0.2322
2022-01-28,,,0.0000,-3.3333,-20.5556,1.1765,0.3521
2022-01-29,,,8.1280,0.5556,-6.6667,1.3472,0.5851
2022-01-30,,,5.0800,-6.6667,-15.5556,1.6093,0.2954
2022-01-31,,,0.0000,-5.5556,-21.1111,1.4813,0.2632
2022-02-01,,,0.0000,-1.1111,-20.5556,1.3654,0.4651
2022-02-02,,,0.0000,0.5556,-18.3333,1.2984,0.5940
2022-02-03,,,0.7620,5.5556,-3.3333,1.2100,0.8826
2022-02-04,,,39.6240,6.6667,1.1111,1.6550,0.8114
2022-02-05,,,10.4140,1.6667,-10.0000,1.6397,0.7418
2022-02-06,,,0.0000,-5.5556,-16.1111,1.3929,0.3624
2022-02-07,,,0.2540,-2.7778,-15.5556,1.2679,0.5006
2022-02-08,,,5.5880,2.2222,-7.2222,1.4599,0.7763
2022-02-09,,,0.0000,2.7778,-7.7778,1.4051,0.8301
2022-02-10,,,0.0000,6.1111,-7.2222,1.3167,1.0657
2022-02-11,,,0.0000,8.3333,-4.4444,1.2984,1.2112
2022-02-12,,,0.0000,11.1111,-3.8889,1.3258,1.4419
2022-02-13,,,1.7780,12.2222,-4.4444,1.3715,1.5580
2022-02-14,,,0.0000,-1.1111,-12.7778,1.2953,0.6533
